customer_id,segment_name,Recency,Frequency,Monetary,ticket_count,return_rate,sessions_30d,campaign_clicks_30d,loyalty_tier
CUST00747,Discount Sensitive,6,3,2136.34,1.0,0.0,13,0,
CUST00748,Loyal Customers,50,8,5195.88,1.0,0.0,5,0,
CUST00749,Discount Sensitive,39,3,2194.94,,0.0,13,3,
CUST00750,Discount Sensitive,18,5,4398.99,,0.0,8,1,
CUST00751,Regular Customers,21,3,2524.67,,0.0,8,1,Silver
CUST00752,Regular Customers,158,2,1319.5500000000002,1.0,0.0,2,0,
CUST00753,Dormant Customers,204,1,1093.17,,0.0,9,0,
CUST00754,Loyal Customers,34,5,5744.99,1.0,0.0,18,1,Gold
CUST00755,Discount Sensitive,261,2,1585.3600000000001,1.0,0.5,12,2,
CUST00756,Regular Customers,174,3,3223.87,2.0,0.0,0,0,Silver
CUST00757,Discount Sensitive,17,6,3257.69,,0.0,4,1,Silver
CUST00758,Loyal Customers,21,12,8199.88,,0.0,13,1,
CUST00759,Regular Customers,99,2,1562.24,,0.0,4,0,Gold
CUST00760,Discount Sensitive,223,2,1132.19,1.0,0.5,1,0,
CUST00761,Dormant Customers,254,2,1069.58,,0.0,1,0,
CUST00762,Discount Sensitive,9,3,3513.6699999999996,1.0,0.3333333333333333,8,0,
CUST00763,Dormant Customers,249,4,4210.57,,0.0,0,0,Silver
CUST00764,Loyal Customers,6,7,5460.74,,0.0,8,0,Silver
CUST00765,Discount Sensitive,159,3,2692.35,1.0,0.0,2,0,
CUST00766,Discount Sensitive,227,2,1783.35,,0.0,7,0,
CUST00767,Discount Sensitive,136,7,3498.46,3.0,0.0,7,3,Gold
CUST00768,Loyal Customers,28,5,4145.38,1.0,0.0,3,0,
CUST00769,Discount Sensitive,79,6,2815.44,2.0,0.0,2,0,Silver
CUST00770,Loyal Customers,28,6,4420.31,1.0,0.0,12,1,Silver
CUST00771,Discount Sensitive,151,1,456.76,1.0,0.0,8,0,Gold
CUST00772,Discount Sensitive,251,3,3114.63,,0.0,9,1,Silver
CUST00773,Regular Customers,132,3,2278.26,1.0,0.0,4,0,Gold
CUST00774,Regular Customers,162,3,1439.8,,0.0,2,0,Silver
CUST00775,Discount Sensitive,11,3,2261.05,,0.0,8,2,
CUST00776,Dormant Customers,196,4,3024.9399999999996,,0.0,0,0,
CUST00777,Regular Customers,16,2,2052.7,,0.0,2,1,
CUST00778,Dormant Customers,392,4,3444.29,1.0,0.0,1,0,Silver
CUST00779,Regular Customers,10,2,1509.0500000000002,,0.0,3,1,
CUST00780,High Value But Unhappy,46,6,4641.68,3.0,0.16666666666666666,12,0,Silver
CUST00781,Discount Sensitive,46,2,735.97,,0.0,4,0,Gold
CUST00782,Discount Sensitive,255,1,505.28,,0.0,1,2,Silver
CUST00783,Discount Sensitive,293,6,4123.36,1.0,0.0,3,2,
CUST00784,Regular Customers,106,5,3103.73,,0.0,11,1,
CUST00785,Discount Sensitive,9,9,6686.259999999999,1.0,0.0,5,0,
CUST00786,High Value But Unhappy,211,5,5359.3,3.0,0.2,1,0,Silver
CUST00787,High Value But Unhappy,44,8,6425.65,2.0,0.0,2,0,
CUST00788,Discount Sensitive,12,4,2375.38,,0.0,8,0,
CUST00789,Loyal Customers,22,4,2430.0,,0.0,1,0,Silver
CUST00790,Regular Customers,139,1,458.83,1.0,0.0,9,1,Gold
CUST00791,Discount Sensitive,291,1,1187.93,1.0,0.0,0,0,
CUST00792,Discount Sensitive,209,6,2976.79,1.0,0.0,4,0,Platinum
CUST00793,Discount Sensitive,174,3,2463.2,,0.0,1,1,Silver
CUST00794,Dormant Customers,232,5,2824.37,2.0,0.0,7,0,Gold
CUST00795,Dormant Customers,199,4,3787.58,,0.0,2,0,Gold
CUST00796,Dormant Customers,212,3,5388.48,,0.0,8,0,Silver
CUST00797,Discount Sensitive,46,6,4173.97,,0.0,7,1,Platinum
CUST00798,Loyal Customers,55,11,7027.3,1.0,0.0,8,1,Gold
CUST00799,Discount Sensitive,117,6,3798.88,1.0,0.0,2,0,Gold
CUST00800,High Value But Unhappy,55,11,11321.24,4.0,0.18181818181818182,7,2,
CUST00801,Regular Customers,137,3,3345.79,1.0,0.0,1,0,
CUST00802,Discount Sensitive,262,1,1787.0,,0.0,1,0,Silver
CUST00803,Loyal Customers,15,9,6758.16,1.0,0.1111111111111111,2,2,
CUST00804,Regular Customers,32,3,4024.96,,0.0,7,1,
CUST00805,Regular Customers,13,2,1767.23,,0.0,8,0,Gold
CUST00806,Loyal Customers,12,4,2638.59,,0.0,11,0,
CUST00807,Regular Customers,173,2,1827.0300000000002,,0.0,4,0,
CUST00808,High Value But Unhappy,18,8,4724.89,2.0,0.125,16,0,Silver
CUST00809,Discount Sensitive,52,4,2499.37,2.0,0.25,12,4,
CUST00810,Discount Sensitive,55,2,1187.01,,0.0,0,2,
CUST00811,Discount Sensitive,245,6,3477.9399999999996,,0.0,2,1,Gold
CUST00812,Dormant Customers,250,1,383.16,,0.0,0,0,Silver
CUST00813,High Value But Unhappy,38,10,10122.32,4.0,0.0,11,3,Platinum
CUST00814,Discount Sensitive,51,4,4209.28,,0.25,14,0,
CUST00815,High Value But Unhappy,7,6,8248.23,2.0,0.16666666666666666,3,0,Silver
CUST00816,Loyal Customers,10,4,4139.43,1.0,0.0,7,1,
CUST00817,Discount Sensitive,43,15,12291.02,1.0,0.0,13,2,Platinum
CUST00818,Dormant Customers,208,1,988.84,1.0,0.0,1,0,
CUST00819,Loyal Customers,4,5,2464.45,1.0,0.0,5,0,
CUST00820,Discount Sensitive,250,2,935.6700000000001,,0.0,4,2,
CUST00821,Discount Sensitive,37,4,1560.22,2.0,0.25,6,0,Silver
CUST00822,Discount Sensitive,47,7,5444.48,1.0,0.0,10,0,
CUST00823,Dormant Customers,207,8,3291.63,3.0,0.25,2,0,Gold
CUST00824,Loyal Customers,27,5,3095.46,,0.0,4,0,Gold
CUST00825,Regular Customers,158,1,410.77,,0.0,3,3,
CUST00826,High Value But Unhappy,219,10,8171.4,2.0,0.0,9,0,
CUST00827,Regular Customers,21,2,2194.51,,0.0,4,2,
CUST00828,Discount Sensitive,151,1,355.91,,0.0,5,0,
CUST00829,Discount Sensitive,14,11,6982.35,1.0,0.0,9,3,Silver
CUST00830,Discount Sensitive,15,4,1997.9499999999998,,0.0,11,1,
CUST00831,Discount Sensitive,7,4,2386.85,2.0,0.0,11,1,Platinum
CUST00832,Regular Customers,46,2,1058.1299999999999,,0.0,9,3,
CUST00833,Discount Sensitive,128,1,1142.84,,0.0,6,0,Gold
CUST00834,Discount Sensitive,15,5,2537.02,1.0,0.2,6,0,
CUST00835,Discount Sensitive,218,9,6888.030000000001,1.0,0.1111111111111111,8,0,Gold
CUST00836,Discount Sensitive,26,4,2317.06,,0.0,7,0,
CUST00837,Discount Sensitive,6,5,3553.5,,0.0,7,1,
CUST00838,High Value But Unhappy,70,6,4291.93,2.0,0.0,11,1,
CUST00839,Dormant Customers,223,3,1996.99,,0.0,2,0,
CUST00840,High Value But Unhappy,11,12,10612.47,4.0,0.0,3,0,
CUST00841,High Value But Unhappy,9,9,7419.17,2.0,0.1111111111111111,2,0,
CUST00842,Loyal Customers,25,7,7745.47,1.0,0.0,1,0,
CUST00843,Discount Sensitive,106,1,803.69,1.0,1.0,1,2,
CUST00844,Discount Sensitive,41,2,755.87,,0.5,1,1,Silver
CUST00845,Discount Sensitive,157,4,2758.2200000000003,2.0,0.0,4,0,
CUST00846,High Value But Unhappy,40,11,8410.48,2.0,0.09090909090909091,15,0,
CUST00847,High Value But Unhappy,25,8,8043.27,2.0,0.125,12,5,
CUST00848,Loyal Customers,20,5,2968.0699999999997,,0.0,8,1,
CUST00849,Discount Sensitive,4,8,4626.5,,0.0,9,2,Gold
CUST00850,Discount Sensitive,68,2,2278.0299999999997,1.0,0.5,5,0,Silver
CUST00851,Loyal Customers,31,4,2428.66,1.0,0.25,8,0,Gold
CUST00852,Discount Sensitive,32,5,2167.86,,0.0,1,1,Gold
CUST00853,Discount Sensitive,122,1,318.94,1.0,0.0,9,0,
CUST00854,Discount Sensitive,340,3,2249.63,,0.0,1,0,Silver
CUST00855,Discount Sensitive,353,1,613.47,,0.0,1,0,
CUST00856,Regular Customers,22,2,2859.3100000000004,1.0,0.0,1,3,Silver
CUST00857,High Value But Unhappy,5,8,8240.81,3.0,0.125,3,1,
CUST00858,Regular Customers,151,3,2363.5299999999997,,0.0,1,0,Silver
CUST00859,Discount Sensitive,230,4,2159.64,,0.0,10,2,Silver
CUST00860,Discount Sensitive,10,4,4975.85,1.0,0.0,7,4,
CUST00861,Discount Sensitive,231,3,1530.88,1.0,0.0,3,2,Platinum
CUST00862,Dormant Customers,514,4,3934.7400000000002,,0.0,2,0,
CUST00863,Loyal Customers,2,5,3905.8599999999997,,0.0,6,0,
CUST00864,Dormant Customers,199,2,1042.98,2.0,0.0,2,1,
CUST00865,Discount Sensitive,6,4,2649.15,1.0,0.0,10,2,
CUST00866,Regular Customers,87,1,1280.71,,0.0,5,0,
CUST00867,Discount Sensitive,76,1,424.64,1.0,0.0,6,0,
CUST00868,Regular Customers,13,2,2446.06,,0.0,14,1,Silver
CUST00869,Discount Sensitive,154,7,4021.25,2.0,0.14285714285714285,0,0,
CUST00870,Discount Sensitive,48,8,6011.93,1.0,0.0,13,0,
CUST00871,High Value But Unhappy,183,8,7332.96,2.0,0.0,3,0,
CUST00872,Dormant Customers,186,3,1959.48,,0.0,6,2,Silver
CUST00873,Loyal Customers,50,6,6473.18,,0.0,2,0,
CUST00874,Regular Customers,82,1,511.56,,0.0,7,0,
CUST00875,Discount Sensitive,2,5,2503.32,,0.0,1,0,
CUST00876,Discount Sensitive,97,3,1392.13,2.0,0.0,6,1,
CUST00877,Regular Customers,124,3,1904.33,1.0,0.0,7,0,Silver
CUST00878,Loyal Customers,24,4,3527.67,,0.0,12,1,
CUST00879,Dormant Customers,216,6,5967.77,,0.0,4,0,Gold
CUST00880,Loyal Customers,41,6,4867.9,1.0,0.16666666666666666,11,0,
CUST00881,Loyal Customers,28,9,9947.49,,0.0,6,0,
CUST00882,Regular Customers,146,2,894.79,1.0,0.0,2,0,Silver
CUST00883,Loyal Customers,41,4,7320.71,,0.0,1,1,
CUST00884,Dormant Customers,332,1,365.93,,0.0,1,0,
CUST00885,High Value But Unhappy,92,8,6880.8099999999995,2.0,0.125,10,1,Platinum
CUST00886,High Value But Unhappy,43,7,4255.63,3.0,0.14285714285714285,3,0,
CUST00887,Discount Sensitive,44,4,2990.4700000000003,2.0,0.0,0,2,
CUST00888,Discount Sensitive,169,3,2556.74,,0.0,0,1,
CUST00889,Discount Sensitive,105,3,2012.98,1.0,0.3333333333333333,2,0,
CUST00890,Regular Customers,56,2,1836.2600000000002,1.0,0.0,1,0,Gold
CUST00891,Discount Sensitive,17,4,4809.09,,0.0,0,0,
CUST00892,Discount Sensitive,34,2,1512.83,,0.0,5,1,
CUST00893,Discount Sensitive,160,2,2269.27,,0.0,5,0,
CUST00894,Discount Sensitive,86,2,1903.85,2.0,0.0,2,0,
CUST00895,Discount Sensitive,115,4,1415.7,1.0,0.0,14,1,Silver
CUST00896,High Value But Unhappy,49,12,10648.24,2.0,0.08333333333333333,3,1,
CUST00897,Loyal Customers,4,4,2200.73,,0.25,3,1,
CUST00898,Discount Sensitive,400,6,4353.639999999999,1.0,0.16666666666666666,2,1,
CUST00899,Dormant Customers,248,1,574.65,1.0,1.0,4,0,Silver
CUST00900,Regular Customers,119,2,1242.65,1.0,0.0,1,1,Gold
CUST00901,Loyal Customers,25,5,2464.39,3.0,0.0,9,0,
CUST00902,Discount Sensitive,31,2,2750.7200000000003,,0.0,5,1,
CUST00903,Discount Sensitive,103,1,632.18,1.0,0.0,13,0,Silver
CUST00904,High Value But Unhappy,26,9,6237.5,4.0,0.4444444444444444,7,2,
CUST00905,High Value But Unhappy,15,6,5968.610000000001,2.0,0.0,11,1,Gold
CUST00906,Discount Sensitive,99,2,1449.41,,0.0,3,0,
CUST00907,Discount Sensitive,281,3,2874.51,2.0,0.0,2,0,
CUST00908,Regular Customers,13,3,3367.2,1.0,0.0,3,2,Gold
CUST00909,Discount Sensitive,246,1,615.14,1.0,1.0,0,0,
CUST00910,Discount Sensitive,188,1,1239.32,1.0,0.0,3,1,
CUST00911,Discount Sensitive,10,12,6468.68,1.0,0.08333333333333333,2,0,
CUST00912,Discount Sensitive,199,2,1516.54,,0.0,0,2,
CUST00913,Discount Sensitive,244,3,1818.9,1.0,0.0,1,1,
CUST00914,Discount Sensitive,13,4,2222.24,,0.25,13,0,Gold
CUST00915,Regular Customers,174,4,2277.22,2.0,0.0,1,0,Silver
CUST00916,High Value But Unhappy,48,6,4860.93,2.0,0.16666666666666666,9,1,
CUST00917,Discount Sensitive,347,3,1704.79,1.0,0.0,1,1,
CUST00918,Discount Sensitive,297,2,1142.22,1.0,0.0,1,0,
CUST00919,Regular Customers,3,3,2454.3900000000003,1.0,0.0,13,0,
CUST00920,Discount Sensitive,127,4,3650.77,2.0,0.5,12,3,
CUST00921,Dormant Customers,256,1,1335.06,1.0,1.0,3,0,Gold
CUST00922,Regular Customers,20,2,1685.92,,0.0,9,3,
CUST00923,Discount Sensitive,118,7,4149.83,2.0,0.0,8,0,Silver
CUST00924,Discount Sensitive,17,6,3946.79,,0.16666666666666666,1,1,
CUST00925,Regular Customers,10,3,1237.22,1.0,0.0,6,0,
CUST00926,Loyal Customers,37,4,2339.8,1.0,0.0,5,0,Platinum
CUST00927,Discount Sensitive,404,1,617.86,,0.0,1,0,Platinum
CUST00928,Discount Sensitive,290,1,325.55,,0.0,1,2,
CUST00929,Regular Customers,20,3,1073.3,,0.0,5,1,
CUST00930,Discount Sensitive,32,6,3844.14,1.0,0.16666666666666666,9,0,Gold
CUST00931,Regular Customers,2,3,2714.71,,0.0,11,0,
CUST00932,Regular Customers,144,1,688.68,1.0,1.0,12,0,Gold
CUST00933,Dormant Customers,266,3,2102.12,,0.0,0,0,Silver
CUST00934,High Value But Unhappy,105,10,6237.47,3.0,0.1,4,1,
CUST00935,Discount Sensitive,33,7,5188.150000000001,,0.0,7,0,Gold
CUST00936,Loyal Customers,30,5,3923.66,1.0,0.0,3,1,Silver
CUST00937,Dormant Customers,187,5,3342.44,1.0,0.0,2,2,
CUST00938,Discount Sensitive,87,3,4729.23,1.0,0.0,2,0,
CUST00939,Discount Sensitive,54,2,1107.05,,0.5,7,2,
CUST00940,Loyal Customers,5,4,2899.21,2.0,0.75,0,0,
CUST00941,Discount Sensitive,244,5,3758.0600000000004,2.0,0.0,6,1,
CUST00942,Discount Sensitive,68,1,407.18,1.0,1.0,4,1,
CUST00943,Discount Sensitive,407,5,3965.95,,0.0,2,0,Silver
CUST00944,Champions,135,6,4456.65,1.0,0.16666666666666666,1,1,Gold
CUST00945,Regular Customers,13,3,2214.03,,0.0,5,0,
CUST00946,Discount Sensitive,234,1,542.29,,0.0,4,5,
CUST00947,High Value But Unhappy,20,10,10027.53,2.0,0.1,0,0,
CUST00948,Regular Customers,140,1,923.64,,0.0,11,0,
CUST00949,Dormant Customers,191,2,1269.04,,0.0,2,0,
CUST00950,Dormant Customers,270,3,3765.9,1.0,0.0,5,0,
CUST00951,Regular Customers,57,2,1189.38,,0.5,6,2,Gold
CUST00952,Discount Sensitive,53,9,5015.73,,0.0,16,4,Gold
CUST00953,Discount Sensitive,12,4,2392.2400000000002,1.0,0.25,5,2,Silver
CUST00954,Discount Sensitive,25,3,1448.85,,0.0,12,2,
CUST00955,Regular Customers,124,2,748.92,,0.0,4,0,
CUST00956,High Value But Unhappy,34,8,6939.79,2.0,0.0,10,1,Gold
CUST00957,Loyal Customers,31,4,2283.67,1.0,0.5,5,0,
CUST00958,Dormant Customers,221,2,1033.42,1.0,0.0,2,0,Silver
CUST00959,Discount Sensitive,124,7,3865.13,1.0,0.14285714285714285,0,0,Silver
CUST00960,Dormant Customers,207,4,3772.4900000000002,2.0,0.25,1,0,
CUST00961,Discount Sensitive,13,7,4642.05,1.0,0.14285714285714285,2,0,
CUST00962,Regular Customers,83,1,349.41,1.0,1.0,9,0,
CUST00963,Discount Sensitive,164,1,641.2,,0.0,9,1,
CUST00964,Dormant Customers,280,3,2167.08,,0.0,0,0,
CUST00965,Discount Sensitive,7,3,1160.9499999999998,2.0,0.0,5,0,Silver
CUST00966,Discount Sensitive,43,2,2702.51,1.0,0.0,4,2,
CUST00967,Discount Sensitive,279,2,2065.27,1.0,0.5,2,0,
CUST00968,Discount Sensitive,159,6,6505.79,1.0,0.0,12,0,
CUST00969,Discount Sensitive,21,5,3048.0499999999997,1.0,0.0,14,4,Gold
CUST00970,Discount Sensitive,249,3,1607.64,1.0,0.0,6,3,
CUST00971,Discount Sensitive,39,9,5971.94,1.0,0.0,20,2,
CUST00972,Loyal Customers,52,6,7731.1900000000005,1.0,0.0,5,4,
CUST00973,Discount Sensitive,17,8,3816.52,2.0,0.0,4,0,Silver
CUST00974,Discount Sensitive,23,6,3864.1600000000003,2.0,0.16666666666666666,11,0,Gold
CUST00975,Discount Sensitive,20,5,3079.6099999999997,,0.0,11,0,Silver
CUST00976,High Value But Unhappy,12,8,6222.9,2.0,0.125,9,3,
CUST00977,Discount Sensitive,13,4,2475.1,,0.0,9,2,
CUST00978,Discount Sensitive,368,1,725.16,1.0,0.0,0,0,
CUST00979,Discount Sensitive,164,8,6304.8099999999995,1.0,0.0,5,0,Silver
CUST00980,Regular Customers,142,1,492.33,,0.0,4,1,Silver
CUST00981,Discount Sensitive,51,9,6921.92,1.0,0.0,6,0,Gold
CUST00982,Discount Sensitive,13,5,2494.24,3.0,0.0,4,2,
CUST00983,Dormant Customers,317,2,1982.29,1.0,0.0,1,0,
CUST00984,Loyal Customers,8,4,4244.13,,0.0,3,0,Silver
CUST00985,Regular Customers,146,1,734.6,1.0,0.0,5,0,
CUST00986,Discount Sensitive,7,6,3804.19,,0.0,1,0,
CUST00987,Discount Sensitive,36,6,6292.92,1.0,0.0,2,0,Gold
CUST00988,Loyal Customers,45,7,4773.01,,0.0,3,0,
CUST00989,Dormant Customers,219,5,4165.87,,0.0,0,0,
CUST00990,High Value But Unhappy,15,9,6877.57,2.0,0.1111111111111111,6,0,
CUST00991,High Value But Unhappy,49,12,11918.47,2.0,0.0,9,1,Gold
CUST00992,Discount Sensitive,333,5,4442.45,,0.0,6,3,
CUST00993,Dormant Customers,225,7,6785.33,1.0,0.0,1,0,
CUST00994,Discount Sensitive,12,8,7749.85,,0.125,8,1,Silver
CUST00995,Discount Sensitive,220,4,2523.84,,0.0,6,1,
CUST00996,High Value But Unhappy,20,8,4295.360000000001,3.0,0.0,14,0,
CUST00997,Discount Sensitive,241,1,325.85,1.0,0.0,4,1,
CUST00998,Loyal Customers,24,5,4050.55,,0.0,6,0,Silver
CUST00999,High Value But Unhappy,209,7,4930.56,2.0,0.0,0,1,Silver
CUST01000,Discount Sensitive,22,4,3336.54,1.0,0.0,3,0,
CUST01001,Dormant Customers,374,5,4064.54,,0.0,1,2,Silver
CUST01002,Loyal Customers,41,6,3771.06,,0.0,11,0,Silver
CUST01003,Discount Sensitive,199,1,944.62,1.0,0.0,6,0,
CUST01004,Discount Sensitive,276,7,5599.9,1.0,0.0,1,0,
CUST01005,Dormant Customers,205,1,1329.67,1.0,0.0,4,0,
CUST01006,Regular Customers,48,3,1795.3999999999999,,0.0,3,0,Silver
CUST01007,Discount Sensitive,57,5,2893.62,1.0,0.0,5,2,Silver
CUST01008,Dormant Customers,330,1,473.15,,0.0,1,0,
CUST01009,Regular Customers,32,2,1137.6100000000001,,0.0,7,0,
CUST01010,Discount Sensitive,17,2,781.3599999999999,,0.0,3,0,
CUST01011,Dormant Customers,426,4,1951.66,,0.0,4,0,
CUST01012,Loyal Customers,22,5,3441.3199999999997,2.0,0.2,7,0,
CUST01013,Dormant Customers,368,2,1302.3899999999999,1.0,0.5,0,0,
CUST01014,Dormant Customers,198,7,3972.09,1.0,0.0,1,1,
CUST01015,Loyal Customers,12,5,2736.99,1.0,0.0,12,1,Silver
CUST01016,Loyal Customers,37,4,1706.07,,0.0,6,0,Gold
CUST01017,High Value But Unhappy,47,6,5902.049999999999,2.0,0.16666666666666666,3,0,
CUST01018,Discount Sensitive,7,2,1107.73,1.0,0.0,10,1,
CUST01019,Discount Sensitive,351,2,1151.0900000000001,1.0,0.0,4,3,
CUST01020,Discount Sensitive,192,1,236.73,,0.0,1,0,Silver
CUST01021,Discount Sensitive,52,3,1191.98,1.0,0.3333333333333333,6,2,
CUST01022,Discount Sensitive,313,2,1528.4,1.0,0.0,0,0,
CUST01023,Dormant Customers,265,1,948.21,,0.0,8,0,Gold
CUST01024,Regular Customers,18,2,996.72,,0.0,10,2,
CUST01025,High Value But Unhappy,24,6,7672.870000000001,2.0,0.16666666666666666,20,5,Platinum
CUST01026,Discount Sensitive,126,2,759.58,1.0,0.0,9,1,
CUST01027,High Value But Unhappy,59,5,4590.97,2.0,0.0,11,0,
CUST01028,Dormant Customers,234,1,2809.6,,0.0,6,0,Silver
CUST01029,Discount Sensitive,19,5,2874.62,2.0,0.0,3,0,Gold
CUST01030,Champions,60,12,9864.789999999999,,0.0,10,2,Silver
CUST01031,Discount Sensitive,235,5,3089.5600000000004,1.0,0.0,4,0,Silver
CUST01032,Discount Sensitive,45,2,994.23,,0.0,5,2,Silver
CUST01033,High Value But Unhappy,55,11,5721.55,4.0,0.18181818181818182,4,1,
CUST01034,Discount Sensitive,46,10,6196.6,,0.0,9,2,Silver
CUST01035,Discount Sensitive,10,8,4307.32,1.0,0.125,5,1,
CUST01036,Dormant Customers,202,6,5297.63,,0.0,8,0,
CUST01037,Discount Sensitive,27,2,1802.65,,0.0,6,0,Silver
CUST01038,Regular Customers,113,4,1834.46,1.0,0.0,4,1,
CUST01039,Loyal Customers,18,4,2593.19,2.0,0.25,12,1,
CUST01040,Discount Sensitive,191,1,594.23,1.0,0.0,1,0,
CUST01041,Discount Sensitive,1,2,751.07,,0.0,1,0,Silver
CUST01042,Regular Customers,35,2,1249.24,,0.0,10,1,
CUST01043,Discount Sensitive,135,1,464.25,,0.0,1,0,
CUST01044,Regular Customers,31,3,3450.2,,0.0,2,0,
CUST01045,Regular Customers,4,3,2304.71,,0.0,4,0,
CUST01046,Regular Customers,166,1,1032.89,1.0,0.0,1,0,
CUST01047,Dormant Customers,210,1,389.07,,0.0,2,0,Silver
CUST01048,Dormant Customers,189,1,616.59,1.0,0.0,8,0,
CUST01049,Dormant Customers,205,1,345.2,,0.0,6,1,
CUST01050,Loyal Customers,38,4,3112.21,,0.0,8,0,Silver
CUST01051,Discount Sensitive,164,2,1390.63,1.0,0.0,7,3,Silver
CUST01052,Dormant Customers,234,1,763.75,,0.0,7,0,Gold
CUST01053,Dormant Customers,207,2,2622.57,1.0,0.0,0,0,Silver
CUST01054,Discount Sensitive,237,5,2628.9300000000003,2.0,0.0,1,0,Silver
CUST01055,High Value But Unhappy,267,4,4625.5599999999995,1.0,0.25,12,3,
CUST01056,High Value But Unhappy,45,7,5364.88,2.0,0.2857142857142857,3,0,
CUST01057,Regular Customers,24,2,1334.53,1.0,0.0,3,2,
CUST01058,Regular Customers,171,3,1535.77,2.0,0.0,1,1,
CUST01059,Discount Sensitive,207,1,601.72,1.0,0.0,5,0,Platinum
CUST01060,Loyal Customers,32,4,3439.38,1.0,0.0,2,0,Silver
CUST01061,Discount Sensitive,3,4,2155.06,,0.0,11,1,Silver
CUST01062,Dormant Customers,355,5,2991.27,2.0,0.0,1,2,Silver
CUST01063,Discount Sensitive,30,3,1627.58,1.0,0.3333333333333333,2,1,
CUST01064,Regular Customers,57,4,2049.1499999999996,,0.0,9,0,Silver
CUST01065,Discount Sensitive,59,3,1607.17,1.0,0.0,4,0,Silver
CUST01066,Discount Sensitive,31,4,2965.5299999999997,,0.0,2,2,
CUST01067,Loyal Customers,7,5,4606.679999999999,1.0,0.0,3,0,Platinum
CUST01068,Discount Sensitive,191,5,3945.95,,0.0,2,0,Silver
CUST01069,Regular Customers,53,2,3871.4700000000003,,0.0,3,1,Gold
CUST01070,High Value But Unhappy,13,11,7739.12,2.0,0.0,1,1,
CUST01071,Regular Customers,55,2,1287.3400000000001,,0.0,7,1,
CUST01072,Discount Sensitive,244,1,377.27,1.0,1.0,8,3,
CUST01073,Regular Customers,141,3,4033.7000000000003,2.0,0.3333333333333333,5,0,
CUST01074,Regular Customers,175,3,1784.42,,0.0,12,0,Gold
CUST01075,Regular Customers,87,2,1464.29,2.0,1.0,1,0,
CUST01076,Discount Sensitive,11,8,4484.14,1.0,0.0,2,0,Silver
CUST01077,Discount Sensitive,129,1,1080.77,,0.0,1,0,
CUST01078,Dormant Customers,217,2,777.22,1.0,0.0,2,1,Silver
CUST01079,Dormant Customers,238,1,1832.92,,0.0,5,0,
CUST01080,Discount Sensitive,178,3,1250.62,2.0,0.3333333333333333,0,1,
CUST01081,Loyal Customers,13,6,5326.09,1.0,0.16666666666666666,0,1,
CUST01082,Discount Sensitive,96,1,1181.66,,0.0,4,0,
CUST01083,Discount Sensitive,297,2,767.05,,0.0,1,2,
CUST01084,Champions,60,9,5090.81,1.0,0.0,3,0,Gold
CUST01085,Discount Sensitive,419,1,1786.06,,0.0,1,1,Gold
CUST01086,High Value But Unhappy,38,6,4690.18,3.0,0.16666666666666666,8,0,Silver
CUST01087,Discount Sensitive,63,1,839.43,1.0,1.0,2,1,Silver
CUST01088,Discount Sensitive,4,2,1174.46,,0.0,8,1,
CUST01089,Discount Sensitive,86,1,337.51,,0.0,2,0,
CUST01090,Dormant Customers,205,2,1200.77,,0.0,1,0,
CUST01091,Discount Sensitive,148,1,505.4,1.0,0.0,7,0,
CUST01092,High Value But Unhappy,257,9,7556.9,2.0,0.0,2,0,
CUST01093,Discount Sensitive,20,5,2177.05,1.0,0.0,5,0,
CUST01094,High Value But Unhappy,58,7,4686.0,3.0,0.0,1,0,Silver
CUST01095,Discount Sensitive,25,4,2634.15,,0.0,2,1,Gold
CUST01096,High Value But Unhappy,15,8,5848.84,2.0,0.125,10,2,Gold
CUST01097,Dormant Customers,294,5,2841.22,,0.0,4,0,
CUST01098,Discount Sensitive,259,2,1964.25,1.0,0.0,3,0,
CUST01099,Discount Sensitive,7,11,7259.41,,0.0,9,2,Silver
CUST01100,Regular Customers,19,3,1520.78,,0.0,3,0,
CUST01101,Regular Customers,71,1,732.91,,0.0,2,0,
CUST01102,Loyal Customers,55,8,4899.84,,0.0,7,0,Gold
CUST01103,Regular Customers,137,4,2384.85,1.0,0.0,0,1,
CUST01104,Discount Sensitive,2,7,4508.23,1.0,0.0,8,0,
CUST01105,Regular Customers,145,3,1353.63,1.0,0.0,6,1,
CUST01106,Regular Customers,47,2,1648.8400000000001,,0.0,14,2,Silver
CUST01107,Discount Sensitive,152,2,980.0699999999999,1.0,0.0,2,0,
CUST01108,Discount Sensitive,53,5,3662.24,1.0,0.0,2,0,
CUST01109,Discount Sensitive,50,2,1011.0899999999999,,0.5,7,1,
CUST01110,Discount Sensitive,321,6,3554.06,1.0,0.0,1,0,
CUST01111,High Value But Unhappy,156,7,7703.55,3.0,0.0,1,1,
CUST01112,Discount Sensitive,10,5,3121.73,2.0,0.0,5,1,
CUST01113,Discount Sensitive,41,7,3568.85,2.0,0.14285714285714285,8,0,Silver
CUST01114,Discount Sensitive,208,1,831.94,,0.0,1,0,
CUST01115,High Value But Unhappy,9,11,7450.88,5.0,0.09090909090909091,4,0,Platinum
CUST01116,Regular Customers,34,2,2501.7999999999997,1.0,0.0,7,0,
CUST01117,Loyal Customers,29,10,7739.33,,0.0,7,0,
CUST01118,Discount Sensitive,48,6,2962.7799999999997,2.0,0.16666666666666666,0,1,
